SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
KSR,KSR Footwear Limited,BE,27-NOV-2025,10,1,INE1SPP01016,10,KSR.NS
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,KTKBANK.NS
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1,KUANTUM.NS
LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10,LAGNAM.NS
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,LAKPRE.NS
LAL,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1,LAL.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,LALPATHLAB.NS
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,LAMBODHARA.NS
LANCORHOL,Lancor Holdings Limited,BE,12-MAR-2024,2,1,INE572G01025,2,LANCORHOL.NS
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5,LANDMARK.NS
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,LAOPALA.NS
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10,LASA.NS
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,LATENTVIEW.NS
LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2,LATTEYS.NS
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2,LAURUSLABS.NS
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10,LAXMICOT.NS
LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2,LAXMIDENTL.NS
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-AUG-2025,5,1,INE06WU01026,5,LAXMIINDIA.NS
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2,LCCINFOTEC.NS
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,LEMONTREE.NS
LENSKART,Lenskart Solutions Limited,EQ,10-NOV-2025,2,1,INE956O01016,2,LENSKART.NS
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10,LEXUS.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10,LFIC.NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,LGBBROSLTD.NS
LGEINDIA,LG Electronics India Limited,EQ,14-OCT-2025,10,1,INE324D01010,10,LGEINDIA.NS
LGHL,Laxmi Goldorna House Limited,EQ,10-NOV-2023,10,1,INE258Y01016,10,LGHL.NS
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10,LIBAS.NS
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10,LIBERTSHOE.NS
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,LICHSGFIN.NS
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10,LICI.NS
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5,LIKHITHA.NS
LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5,LINC.NS
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,LINCOLN.NS
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,LINDEINDIA.NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,LLOYDSENGG.NS
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1,LLOYDSENT.NS
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1,LLOYDSME.NS
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,LMW.NS
LODHA,Lodha Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10,LODHA.NS
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,LOKESHMACH.NS
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10,LORDSCHLO.NS
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-AUG-2025,1,1,INE0V9Q01010,1,LOTUSDEV.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10,LOTUSEYE.NS
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,LOVABLE.NS
LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10,LOYALTEX.NS
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,LPDC.NS
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,LT.NS
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,LTF.NS
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1,LTFOODS.NS
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,LTIM.NS
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,LTTS.NS
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,LUMAXIND.NS
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,LUMAXTECH.NS
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,LUPIN.NS
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,LUXIND.NS
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2,LXCHEM.NS
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,LYKALABS.NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,LYPSAGEMS.NS
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,M&M.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,M&MFIN.NS
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5,MAANALU.NS
MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10,MACPOWER.NS
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,MADHAV.NS
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1,MADHUCON.NS
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,MADRASFERT.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,MAGADSUGAR.NS
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,MAGNUM.NS
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,MAHABANK.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10,MAHAPEXLTD.NS
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10,MAHASTEEL.NS
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,MAHEPC.NS
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,MAHESHWARI.NS
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,MAHLIFE.NS
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,MAHLOG.NS
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,MAHSCOOTER.NS
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,MAHSEAMLES.NS
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,MAITHANALL.NS
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10,MALLCOM.NS
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,MALUPAPER.NS
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10,MAMATA.NS
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1,1,INE859Q01017,1,MANAKALUCO.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,MANAKCOAT.NS
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,MANAKSIA.NS
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,MANAKSTEEL.NS
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,MANALIPETC.NS
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,MANAPPURAM.NS
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10,MANBA.NS
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10,MANCREDIT.NS
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10,MANGALAM.NS
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,MANGLMCEM.NS
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,MANINDS.NS
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,MANINFRA.NS
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1,MANKIND.NS
MANOMAY,Manomay Tex India Limited,BE,18-JAN-2023,10,1,INE784W01015,10,MANOMAY.NS
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2,MANORAMA.NS
MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10,MANORG.NS
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,MANUGRAPH.NS
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1,MANYAVAR.NS
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2,MAPMYINDIA.NS
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,MARALOVER.NS
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5,MARATHON.NS
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,MARICO.NS
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2,MARINE.NS
MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-OCT-2025,10,1,INE0FW001016,10,MARKOLINES.NS
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,MARKSANS.NS
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,MARUTI.NS
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,MASFIN.NS
MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10,MASKINVEST.NS
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,MASTEK.NS
MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1,MASTERTR.NS
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,MATRIMONY.NS
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,MAWANASUG.NS
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10,MAXESTATES.NS
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10,MAXHEALTH.NS
MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10,MAXIND.NS
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5,MAYURUNIQ.NS
MAZDA,Mazda Limited,EQ,01-NOV-2016,2,1,INE885E01042,2,MAZDA.NS
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5,MAZDOCK.NS
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10,MBAPL.NS
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10,1,INE08N601015,10,MBEL.NS
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10,MBLINFRA.NS
MCL,Madhav Copper Limited,EQ,19-AUG-2020,5,1,INE813V01022,5,MCL.NS
MCLEODRUSS,Mcleod Russel India Limited,BE,29-JUL-2005,5,1,INE942G01012,5,MCLEODRUSS.NS
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2,1,INE613C01026,2,MCLOUD.NS
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10,MCX.NS
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2,MEDANTA.NS
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5,MEDIASSIST.NS
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10,MEDICAMEQ.NS
MEDICO,Medico Remedies Limited,EQ,26-MAY-2022,2,1,INE630Y01024,2,MEDICO.NS
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2,MEDPLUS.NS
MEESHO,Meesho Limited,EQ,10-DEC-2025,1,1,INE0VDM01015,1,MEESHO.NS
MEGASOFT,Megasoft Limited,BE,19-JUL-2007,10,1,INE933B01012,10,MEGASOFT.NS
MEGASTAR,Megastar Foods Limited,BE,16-FEB-2022,10,1,INE00EM01016,10,MEGASTAR.NS
MEIL,Mangal Electrical Industries Limited,EQ,28-AUG-2025,10,1,INE0PKD01011,10,MEIL.NS
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10,MEP.NS
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5,METROBRAND.NS
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2,METROPOLIS.NS
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-AUG-2024,10,1,INE0US801024,10,MFML.NS
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2,MFSL.NS
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,INE0APB01032,1,MGEL.NS
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10,MGL.NS
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10,MHLXMIRU.NS
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,MHRIL.NS
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2,MICEL.NS
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10,MIDHANI.NS
MIDWESTLTD,Midwest Limited,EQ,24-OCT-2025,5,1,INE0XAD01024,5,MIDWESTLTD.NS
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,MINDACORP.NS
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10,MINDTECK.NS
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,MIRZAINT.NS
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10,MITCON.NS
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1,MITTAL.NS
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1,1,INE964W01021,1,MKPL.NS
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,MMFL.NS
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10,MMP.NS
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,MMTC.NS
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2,MOBIKWIK.NS
MODINATUR,Modi Naturals Limited,EQ,11-DEC-2025,10,1,INE537F01012,10,MODINATUR.NS
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10,MODIRUBBER.NS
MODIS,Modis Navnirman Limited,EQ,14-NOV-2025,10,1,INE0L0L01012,10,MODIS.NS
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1,MODISONLTD.NS
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10,MODTHREAD.NS
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10,MOHITIND.NS
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10,MOIL.NS
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2,MOKSH.NS
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1,MOL.NS
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,MOLDTKPAC.NS
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10,MONARCH.NS
MONEYBOXX,Moneyboxx Finance Limited,EQ,15-OCT-2025,10,1,INE296Q01012,10,MONEYBOXX.NS
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,MONTECARLO.NS
MORARJEE,Morarjee Textiles Limited,BZ,14-SEP-2012,7,1,INE161G01027,7,MORARJEE.NS
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2,MOREPENLAB.NS
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2,1,INE935B01025,2,MOSCHIP.NS
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,MOTHERSON.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1,MOTILALOFS.NS
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1,MOTISONS.NS
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5,MOTOGENFIN.NS
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10,MPHASIS.NS
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10,MPSLTD.NS
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,MRF.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10,MRPL.NS
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10,MSPL.NS
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,MSTCLTD.NS
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1,MSUMI.NS
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10,MTARTECH.NS
MTEDUCARE,MT Educare Limited,BE,12-APR-2012,10,1,INE472M01018,10,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10,MTNL.NS
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1,MUFIN.NS
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2,MUFTI.NS
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10,MUKANDLTD.NS
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1,MUKKA.NS
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10,MUTHOOTFIN.NS
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10,MUTHOOTMF.NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10,MVGJL.NS
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10,1,INE0JYY01011,10,MWL.NS
NACLIND,NACL Industries Limited,BE,07-APR-2017,1,1,INE295D01020,1,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1,1,INE454M01024,1,NAGAFERT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,BE,18-SEP-2007,5,1,INE245I01016,5,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10,NAM-INDIA.NS
NARMADA,Narmada Agrobase Limited,BE,27-OCT-2022,10,1,INE117Z01011,10,NARMADA.NS
NATCAPSUQ,Natural Capsules Limited,EQ,14-FEB-2025,10,1,INE936B01015,10,NATCAPSUQ.NS
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5,NATIONALUM.NS
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2,1,INE663F01032,2,NAUKRI.NS
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1,NAVA.NS
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,NAVKARCORP.NS
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-JAN-2025,1,1,INE268H01044,1,NAVKARURB.NS
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2,NAVNETEDUL.NS
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,2,1,INE418L01047,2,NAZARA.NS
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5,NBIFIN.NS
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,NCC.NS
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10,NDGL.NS
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1,NDL.NS
NDLVENTURE,NDL Ventures Limited,EQ,24-APR-2007,10,1,INE353A01023,10,NDLVENTURE.NS
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10,NDRAUTO.NS
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4,NDTV.NS
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1,NECLIFE.NS
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,NELCAST.NS
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10,NELCO.NS
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10,NEOGEN.NS
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,NESCO.NS
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1,NESTLEIND.NS
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2,NETWEB.NS
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10,NEXTMEDIA.NS
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10,NFL.NS
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10,NGIL.NS
